
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 10800.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 14.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 14.Utilization                        .35238     (Insuf)    .00000     1.0000     1.0000    
Table 15.NumberBusy                         .15274     (Insuf)    .00000     1.0000     .00000    
Table 15.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 15.Utilization                        .15274     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberBusy                         .12474     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 16.Utilization                        .12474     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberBusy                         .39594     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 17.Utilization                        .39594     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberBusy                         .50842     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 18.Utilization                        .50842     (Insuf)    .00000     1.0000     .00000    
Table 1.NumberBusy                          .33612     (Insuf)    .00000     1.0000     .00000    
Table 1.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 1.Utilization                         .33612     (Insuf)    .00000     1.0000     .00000    
Table 19.NumberBusy                         .31248     (Insuf)    .00000     1.0000     .00000    
Table 19.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 19.Utilization                        .31248     (Insuf)    .00000     1.0000     .00000    
Table 2.NumberBusy                          .68108     (Insuf)    .00000     1.0000     .00000    
Table 2.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 2.Utilization                         .68108     (Insuf)    .00000     1.0000     .00000    
Table 3.NumberBusy                          .60253     (Insuf)    .00000     1.0000     1.0000    
Table 3.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 3.Utilization                         .60253     (Insuf)    .00000     1.0000     1.0000    
Table 4.NumberBusy                          .50252     (Insuf)    .00000     1.0000     .00000    
Table 4.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 4.Utilization                         .50252     (Insuf)    .00000     1.0000     .00000    
Table 5.NumberBusy                          .46444     (Insuf)    .00000     1.0000     1.0000    
Table 5.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 5.Utilization                         .46444     (Insuf)    .00000     1.0000     1.0000    
Table 6.NumberBusy                          .39524     (Insuf)    .00000     1.0000     1.0000    
Table 6.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 6.Utilization                         .39524     (Insuf)    .00000     1.0000     1.0000    
Table 7.NumberBusy                          .47032     (Insuf)    .00000     1.0000     .00000    
Table 7.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 7.Utilization                         .47032     (Insuf)    .00000     1.0000     .00000    
Table 8.NumberBusy                          .48605     (Insuf)    .00000     1.0000     .00000    
Table 8.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 8.Utilization                         .48605     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberBusy                          .42193     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .42193     (Insuf)    .00000     1.0000     .00000    
Barista.NumberBusy                          .27869     (Insuf)    .00000     1.0000     1.0000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .27869     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberBusy                         .31078     (Insuf)    .00000     1.0000     .00000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .31078     (Insuf)    .00000     1.0000     .00000    
Table 21.NumberBusy                         .36532     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .36532     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberBusy                         .19806     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 22.Utilization                        .19806     (Insuf)    .00000     1.0000     1.0000    
Table 23.NumberBusy                         .27597     (Insuf)    .00000     1.0000     .00000    
Table 23.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 23.Utilization                        .27597     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberBusy                         .32160     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 24.Utilization                        .32160     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberBusy                         .10950     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 25.Utilization                        .10950     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberBusy                         .39249     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 26.Utilization                        .39249     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberBusy                         .32616     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 27.Utilization                        .32616     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberBusy                         .30151     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 28.Utilization                        .30151     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberBusy                         .30805     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 29.Utilization                        .30805     (Insuf)    .00000     1.0000     .00000    
Table 30.NumberBusy                         .17152     (Insuf)    .00000     1.0000     .00000    
Table 30.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 30.Utilization                        .17152     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberBusy                         .39660     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 31.Utilization                        .39660     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberBusy                         .31054     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 32.Utilization                        .31054     (Insuf)    .00000     1.0000     .00000    
Table 33.NumberBusy                         .23486     (Insuf)    .00000     1.0000     1.0000    
Table 33.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 33.Utilization                        .23486     (Insuf)    .00000     1.0000     1.0000    
Table 34.NumberBusy                         .11488     (Insuf)    .00000     1.0000     1.0000    
Table 34.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 34.Utilization                        .11488     (Insuf)    .00000     1.0000     1.0000    
Table 35.NumberBusy                         .02045     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 35.Utilization                        .02045     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberBusy                         .39242     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 36.Utilization                        .39242     (Insuf)    .00000     1.0000     .00000    
Table 37.NumberBusy                         .08034     (Insuf)    .00000     1.0000     .00000    
Table 37.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 37.Utilization                        .08034     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberBusy                         .19834     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 38.Utilization                        .19834     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberBusy                         .37744     (Insuf)    .00000     1.0000     1.0000    
Table 39.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 39.Utilization                        .37744     (Insuf)    .00000     1.0000     1.0000    
Table 40.NumberBusy                         .19821     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 40.Utilization                        .19821     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberBusy                         .14831     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 41.Utilization                        .14831     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberBusy                         .36538     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 42.Utilization                        .36538     (Insuf)    .00000     1.0000     .00000    
Table 43.NumberBusy                         .71597     (Insuf)    .00000     1.0000     1.0000    
Table 43.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 43.Utilization                        .71597     (Insuf)    .00000     1.0000     1.0000    
Table 44.NumberBusy                         .14706     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 44.Utilization                        .14706     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberBusy                         .29241     (Insuf)    .00000     1.0000     1.0000    
Table 45.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 45.Utilization                        .29241     (Insuf)    .00000     1.0000     1.0000    
Table 46.NumberBusy                         .14435     (Insuf)    .00000     1.0000     1.0000    
Table 46.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 46.Utilization                        .14435     (Insuf)    .00000     1.0000     1.0000    
Table 47.NumberBusy                         .16464     (Insuf)    .00000     1.0000     1.0000    
Table 47.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 47.Utilization                        .16464     (Insuf)    .00000     1.0000     1.0000    
Table 48.NumberBusy                         .03545     (Insuf)    .00000     1.0000     1.0000    
Table 48.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 48.Utilization                        .03545     (Insuf)    .00000     1.0000     1.0000    
Table 49.NumberBusy                         .15987     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 49.Utilization                        .15987     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberBusy                         .64434     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 50.Utilization                        .64434     (Insuf)    .00000     1.0000     .00000    
Jacob.NumberBusy                            .08132     (Insuf)    .00000     1.0000     1.0000    
Jacob.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Jacob.Utilization                           .08132     (Insuf)    .00000     1.0000     1.0000    
Bar Cash.NumberBusy                         .25994     (Insuf)    .00000     1.0000     .00000    
Bar Cash.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Bar Cash.Utilization                        .25994     (Insuf)    .00000     1.0000     .00000    
Mikki.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Mikki.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberBusy                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Lynice.Utilization                          .00000     (Insuf)    .00000     .00000     .00000    
Cash Out.Queue.NumberInQueue                .10006     (Insuf)    .00000     3.0000     .00000    
Dining Process.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Food Service Time.Queue.NumberInQueue       8.7099E-04 (Insuf)    .00000     1.0000     .00000    
Cash Register.Queue.NumberInQueue           .02876     (Insuf)    .00000     2.0000     .00000    
Special Order.Queue.NumberInQueue           .05039     (Insuf)    .00000     2.0000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Customer.NumberIn                           184.00    
Customer.NumberOut                          164.00    
Gold Fish.NumberIn                          25.000    
Gold Fish.NumberOut                         .00000    
Wade.NumberSeized                           54.000    
Wade.ScheduledUtilization                   .18901    
Tommie.NumberSeized                         44.000    
Tommie.ScheduledUtilization                 .09703    
Table 10.NumberSeized                       5.0000    
Table 10.ScheduledUtilization               .44088    
Table 11.NumberSeized                       4.0000    
Table 11.ScheduledUtilization               .51782    
Table 12.NumberSeized                       4.0000    
Table 12.ScheduledUtilization               .42607    
Table 13.NumberSeized                       2.0000    
Table 13.ScheduledUtilization               .42306    
Table 14.NumberSeized                       2.0000    
Table 14.ScheduledUtilization               .35238    
Table 15.NumberSeized                       4.0000    
Table 15.ScheduledUtilization               .15274    
Table 16.NumberSeized                       2.0000    
Table 16.ScheduledUtilization               .12474    
Table 17.NumberSeized                       2.0000    
Table 17.ScheduledUtilization               .39594    
Table 18.NumberSeized                       1.0000    
Table 18.ScheduledUtilization               .50842    
Table 1.NumberSeized                        4.0000    
Table 1.ScheduledUtilization                .33612    
Table 19.NumberSeized                       2.0000    
Table 19.ScheduledUtilization               .31248    
Table 2.NumberSeized                        2.0000    
Table 2.ScheduledUtilization                .68108    
Table 3.NumberSeized                        7.0000    
Table 3.ScheduledUtilization                .60253    
Table 4.NumberSeized                        4.0000    
Table 4.ScheduledUtilization                .50252    
Table 5.NumberSeized                        4.0000    
Table 5.ScheduledUtilization                .46444    
Table 6.NumberSeized                        3.0000    
Table 6.ScheduledUtilization                .39524    
Table 7.NumberSeized                        4.0000    
Table 7.ScheduledUtilization                .47032    
Table 8.NumberSeized                        2.0000    
Table 8.ScheduledUtilization                .48605    
Table 9.NumberSeized                        4.0000    
Table 9.ScheduledUtilization                .42193    
Barista.NumberSeized                        49.000    
Barista.ScheduledUtilization                .27869    
Table 20.NumberSeized                       2.0000    
Table 20.ScheduledUtilization               .31078    
Table 21.NumberSeized                       3.0000    
Table 21.ScheduledUtilization               .36532    
Table 22.NumberSeized                       3.0000    
Table 22.ScheduledUtilization               .19806    
Table 23.NumberSeized                       3.0000    
Table 23.ScheduledUtilization               .27597    
Table 24.NumberSeized                       3.0000    
Table 24.ScheduledUtilization               .32160    
Table 25.NumberSeized                       1.0000    
Table 25.ScheduledUtilization               .10950    
Table 26.NumberSeized                       4.0000    
Table 26.ScheduledUtilization               .39249    
Table 27.NumberSeized                       5.0000    
Table 27.ScheduledUtilization               .32616    
Table 28.NumberSeized                       1.0000    
Table 28.ScheduledUtilization               .30151    
Table 29.NumberSeized                       2.0000    
Table 29.ScheduledUtilization               .30805    
Table 30.NumberSeized                       2.0000    
Table 30.ScheduledUtilization               .17152    
Table 31.NumberSeized                       3.0000    
Table 31.ScheduledUtilization               .39660    
Table 32.NumberSeized                       3.0000    
Table 32.ScheduledUtilization               .31054    
Table 33.NumberSeized                       4.0000    
Table 33.ScheduledUtilization               .23486    
Table 34.NumberSeized                       3.0000    
Table 34.ScheduledUtilization               .11488    
Table 35.NumberSeized                       1.0000    
Table 35.ScheduledUtilization               .02045    
Table 36.NumberSeized                       2.0000    
Table 36.ScheduledUtilization               .39242    
Table 37.NumberSeized                       2.0000    
Table 37.ScheduledUtilization               .08034    
Table 38.NumberSeized                       3.0000    
Table 38.ScheduledUtilization               .19834    
Table 39.NumberSeized                       3.0000    
Table 39.ScheduledUtilization               .37744    
Table 40.NumberSeized                       5.0000    
Table 40.ScheduledUtilization               .19821    
Table 41.NumberSeized                       2.0000    
Table 41.ScheduledUtilization               .14831    
Table 42.NumberSeized                       4.0000    
Table 42.ScheduledUtilization               .36538    
Table 43.NumberSeized                       3.0000    
Table 43.ScheduledUtilization               .71597    
Table 44.NumberSeized                       3.0000    
Table 44.ScheduledUtilization               .14706    
Table 45.NumberSeized                       4.0000    
Table 45.ScheduledUtilization               .29241    
Table 46.NumberSeized                       2.0000    
Table 46.ScheduledUtilization               .14435    
Table 47.NumberSeized                       2.0000    
Table 47.ScheduledUtilization               .16464    
Table 48.NumberSeized                       3.0000    
Table 48.ScheduledUtilization               .03545    
Table 49.NumberSeized                       4.0000    
Table 49.ScheduledUtilization               .15987    
Table 50.NumberSeized                       2.0000    
Table 50.ScheduledUtilization               .64434    
Jacob.NumberSeized                          38.000    
Jacob.ScheduledUtilization                  .08132    
Bar Cash.NumberSeized                       63.000    
Bar Cash.ScheduledUtilization               .25994    
Mikki.NumberSeized                          .00000    
Mikki.ScheduledUtilization                  .00000    
Lynice.NumberSeized                         .00000    
Lynice.ScheduledUtilization                 .00000    
System.NumberOut                            164.00    

Beginning replication 2 of 5

                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 2 of 5

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 10800.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Customer.VATime                             915.35     (Insuf)    .00000     4778.4        169    
Customer.NVATime                            .00000     (Insuf)    .00000     .00000        169    
Customer.WaitTime                           12.305     (Insuf)    .00000     192.71        169    
Customer.TranTime                           204.39     (Insuf)    90.000     330.00        169    
Customer.OtherTime                          .00000     (Insuf)    .00000     .00000        169    
Customer.TotalTime                          1132.0     (Insuf)    111.56     4988.4        169    
Gold Fish.VATime                                --         --         --         --          0
Gold Fish.NVATime                               --         --         --         --          0
Gold Fish.WaitTime                              --         --         --         --          0
Gold Fish.TranTime                              --         --         --         --          0
Gold Fish.OtherTime                             --         --         --         --          0
Gold Fish.TotalTime                             --         --         --         --          0
Cash Out.Queue.WaitingTime                  11.212     (Insuf)    .00000     103.07         58    
Dining Process.Queue.WaitingTime            .00000     (Insuf)    .00000     .00000        146    
Food Service Time.Queue.WaitingTime         .21868     (Insuf)    .00000     18.681         99    
Cash Register.Queue.WaitingTime             5.5508     (Insuf)    .00000     81.758         72    
Special Order.Queue.WaitingTime             21.755     (Insuf)    .00000     192.71         52    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Customer.WIP                                22.004     (Corr)     .00000     33.000     29.000    
Gold Fish.WIP                               23.420     (Insuf)    .00000     25.000     25.000    
Wade.NumberBusy                             .25066     (Insuf)    .00000     1.0000     1.0000    
Wade.NumberScheduled                        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Wade.Utilization                            .25066     (Insuf)    .00000     1.0000     1.0000    
Tommie.NumberBusy                           .11882     (Insuf)    .00000     1.0000     .00000    
Tommie.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Tommie.Utilization                          .11882     (Insuf)    .00000     1.0000     .00000    
Table 10.NumberBusy                         .28512     (Insuf)    .00000     1.0000     .00000    
Table 10.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 10.Utilization                        .28512     (Insuf)    .00000     1.0000     .00000    
Table 11.NumberBusy                         .21461     (Insuf)    .00000     1.0000     .00000    
Table 11.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 11.Utilization                        .21461     (Insuf)    .00000     1.0000     .00000    
Table 12.NumberBusy                         .16685     (Insuf)    .00000     1.0000     .00000    
Table 12.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 12.Utilization                        .16685     (Insuf)    .00000     1.0000     .00000    
Table 13.NumberBusy                         .30573     (Insuf)    .00000     1.0000     1.0000    
Table 13.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 13.Utilization                        .30573     (Insuf)    .00000     1.0000     1.0000    
Table 14.NumberBusy                         .06676     (Insuf)    .00000     1.0000     .00000    
Table 14.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 14.Utilization                        .06676     (Insuf)    .00000     1.0000     .00000    
Table 15.NumberBusy                         .20286     (Insuf)    .00000     1.0000     .00000    
Table 15.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 15.Utilization                        .20286     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberBusy                         .33586     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 16.Utilization                        .33586     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberBusy                         .46779     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 17.Utilization                        .46779     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberBusy                         .29393     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 18.Utilization                        .29393     (Insuf)    .00000     1.0000     .00000    
Table 1.NumberBusy                          .36413     (Insuf)    .00000     1.0000     1.0000    
Table 1.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 1.Utilization                         .36413     (Insuf)    .00000     1.0000     1.0000    
Table 19.NumberBusy                         .33031     (Insuf)    .00000     1.0000     1.0000    
Table 19.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 19.Utilization                        .33031     (Insuf)    .00000     1.0000     1.0000    
Table 2.NumberBusy                          .26661     (Insuf)    .00000     1.0000     1.0000    
Table 2.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 2.Utilization                         .26661     (Insuf)    .00000     1.0000     1.0000    
Table 3.NumberBusy                          .24747     (Insuf)    .00000     1.0000     .00000    
Table 3.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 3.Utilization                         .24747     (Insuf)    .00000     1.0000     .00000    
Table 4.NumberBusy                          .58639     (Insuf)    .00000     1.0000     1.0000    
Table 4.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 4.Utilization                         .58639     (Insuf)    .00000     1.0000     1.0000    
Table 5.NumberBusy                          .69142     (Insuf)    .00000     1.0000     1.0000    
Table 5.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 5.Utilization                         .69142     (Insuf)    .00000     1.0000     1.0000    
Table 6.NumberBusy                          .27717     (Insuf)    .00000     1.0000     .00000    
Table 6.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 6.Utilization                         .27717     (Insuf)    .00000     1.0000     .00000    
Table 7.NumberBusy                          .52859     (Insuf)    .00000     1.0000     .00000    
Table 7.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 7.Utilization                         .52859     (Insuf)    .00000     1.0000     .00000    
Table 8.NumberBusy                          .35255     (Insuf)    .00000     1.0000     .00000    
Table 8.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 8.Utilization                         .35255     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberBusy                          .25717     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .25717     (Insuf)    .00000     1.0000     .00000    
Barista.NumberBusy                          .32512     (Insuf)    .00000     1.0000     .00000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .32512     (Insuf)    .00000     1.0000     .00000    
Table 20.NumberBusy                         .29292     (Insuf)    .00000     1.0000     .00000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .29292     (Insuf)    .00000     1.0000     .00000    
Table 21.NumberBusy                         .62040     (Insuf)    .00000     1.0000     .00000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .62040     (Insuf)    .00000     1.0000     .00000    
Table 22.NumberBusy                         .27680     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
